truck_id,order_id,route_fit,schedule_fit,capacity_fit,semantic_fit,match_berhasil
TRK-001,ORD-0137,True,True,False,True,0
TRK-001,ORD-0138,True,False,False,True,0
TRK-001,ORD-0139,True,False,False,True,0
TRK-001,ORD-0140,False,False,True,True,0
TRK-001,ORD-0141,True,False,True,True,0
TRK-001,ORD-0142,True,True,True,True,1
TRK-001,ORD-0143,True,True,False,True,0
TRK-001,ORD-0144,False,True,True,True,0
TRK-001,ORD-0145,True,False,False,True,0
TRK-001,ORD-0146,True,False,True,True,0
TRK-001,ORD-0147,False,False,False,True,0
TRK-001,ORD-0148,True,False,False,True,0
TRK-001,ORD-0149,False,True,False,True,0
TRK-001,ORD-0150,True,False,True,True,0
TRK-001,ORD-0151,False,True,True,True,0
TRK-001,ORD-0152,False,False,True,True,0
TRK-001,ORD-0153,False,True,False,True,0
TRK-001,ORD-0155,False,False,True,True,0
TRK-001,ORD-0156,True,True,True,True,1
TRK-001,ORD-0157,False,False,True,True,0
TRK-001,ORD-0158,False,True,False,True,0
TRK-001,ORD-0159,True,False,False,True,0
TRK-001,ORD-0160,True,True,True,True,1
TRK-001,ORD-0161,False,True,True,True,0
TRK-001,ORD-0162,True,True,True,True,1
TRK-001,ORD-0163,True,False,False,True,0
TRK-001,ORD-0164,True,True,True,True,1
TRK-001,ORD-0165,False,False,False,True,0
TRK-001,ORD-0166,True,True,False,True,0
TRK-001,ORD-0167,True,False,False,True,0
TRK-001,ORD-0169,False,False,True,True,0
TRK-001,ORD-0171,False,True,True,True,0
TRK-001,ORD-0172,False,False,False,True,0
TRK-001,ORD-0173,False,True,True,True,0
TRK-001,ORD-0174,True,True,True,True,1
TRK-001,ORD-0176,True,True,False,True,0
TRK-001,ORD-0177,False,True,False,True,0
TRK-001,ORD-0178,False,False,False,True,0
TRK-001,ORD-0179,True,False,False,True,0
TRK-001,ORD-0180,True,False,True,True,0
TRK-001,ORD-0181,False,True,False,True,0
TRK-001,ORD-0182,False,True,True,True,0
TRK-001,ORD-0183,False,False,False,True,0
TRK-001,ORD-0184,False,False,False,True,0
TRK-001,ORD-0185,False,True,True,True,0
TRK-001,ORD-0186,False,True,True,True,0
TRK-001,ORD-0187,False,True,True,True,0
TRK-001,ORD-0188,True,False,True,True,0
TRK-001,ORD-0189,False,True,True,True,0
TRK-001,ORD-0190,False,False,False,True,0
TRK-001,ORD-0191,False,True,False,True,0
TRK-001,ORD-0192,False,False,True,True,0
TRK-001,ORD-0193,True,True,True,True,1
TRK-001,ORD-0194,False,False,False,True,0
TRK-001,ORD-0195,True,True,True,True,1
TRK-001,ORD-0196,True,False,True,True,0
TRK-001,ORD-0197,True,True,False,True,0
TRK-001,ORD-0198,False,False,False,True,0
TRK-001,ORD-0199,False,True,True,True,0
TRK-001,ORD-0200,False,False,True,True,0
TRK-002,ORD-0001,True,True,True,True,1
TRK-002,ORD-0002,True,True,True,True,1
TRK-002,ORD-0003,False,False,True,True,0
TRK-002,ORD-0004,True,False,True,True,0
TRK-002,ORD-0006,True,False,True,True,0
TRK-002,ORD-0007,True,False,True,True,0
TRK-002,ORD-0008,True,False,True,True,0
TRK-002,ORD-0009,True,True,True,True,1
TRK-002,ORD-0010,True,True,True,True,1
TRK-002,ORD-0011,False,True,True,True,0
TRK-002,ORD-0012,False,False,True,True,0
TRK-002,ORD-0013,True,True,True,True,1
TRK-002,ORD-0014,True,False,True,True,0
TRK-002,ORD-0015,True,False,True,True,0
TRK-002,ORD-0016,False,True,True,True,0
TRK-002,ORD-0017,False,False,True,True,0
TRK-002,ORD-0018,True,False,True,True,0
TRK-002,ORD-0019,True,False,True,True,0
TRK-002,ORD-0020,True,True,True,True,1
TRK-002,ORD-0021,True,True,True,True,1
TRK-002,ORD-0022,False,False,True,True,0
TRK-002,ORD-0023,True,True,True,True,1
TRK-002,ORD-0024,True,True,True,True,1
TRK-002,ORD-0025,False,False,True,True,0
TRK-002,ORD-0026,False,False,True,True,0
TRK-002,ORD-0027,True,True,True,True,1
TRK-002,ORD-0028,True,False,True,True,0
TRK-002,ORD-0029,True,False,True,True,0
TRK-002,ORD-0030,False,False,True,True,0
TRK-002,ORD-0031,True,True,True,True,1
TRK-002,ORD-0032,True,False,True,True,0
TRK-002,ORD-0033,False,False,True,True,0
TRK-002,ORD-0034,False,False,True,True,0
TRK-002,ORD-0036,True,False,True,True,0
TRK-002,ORD-0037,True,False,True,True,0
TRK-002,ORD-0039,False,False,True,True,0
TRK-002,ORD-0040,False,True,True,True,0
TRK-002,ORD-0041,False,True,True,True,0
TRK-002,ORD-0042,False,True,True,True,0
TRK-002,ORD-0043,True,True,True,True,1
TRK-002,ORD-0044,False,True,True,True,0
TRK-002,ORD-0045,True,False,True,True,0
TRK-002,ORD-0046,True,False,True,True,0
TRK-002,ORD-0047,True,False,True,True,0
TRK-002,ORD-0049,True,False,True,True,0
TRK-002,ORD-0050,False,False,True,True,0
TRK-002,ORD-0051,True,True,True,True,1
TRK-002,ORD-0052,True,False,True,True,0
TRK-002,ORD-0053,True,True,True,True,1
TRK-002,ORD-0054,True,False,True,True,0
TRK-002,ORD-0055,True,True,True,True,1
TRK-002,ORD-0056,True,True,True,True,1
TRK-002,ORD-0057,False,False,True,True,0
TRK-002,ORD-0058,True,False,True,True,0
TRK-002,ORD-0059,True,False,True,True,0
TRK-002,ORD-0060,True,False,True,True,0
TRK-002,ORD-0061,False,False,True,True,0
TRK-002,ORD-0062,False,False,True,True,0
TRK-002,ORD-0063,True,False,True,True,0
TRK-002,ORD-0064,False,False,True,True,0
TRK-002,ORD-0065,True,True,True,True,1
TRK-002,ORD-0066,True,False,True,True,0
TRK-002,ORD-0067,False,True,True,True,0
TRK-002,ORD-0068,True,True,True,True,1
TRK-002,ORD-0069,True,False,True,True,0
TRK-002,ORD-0070,False,True,True,True,0
TRK-002,ORD-0072,True,False,True,True,0
TRK-002,ORD-0073,False,False,True,True,0
TRK-002,ORD-0074,False,False,True,True,0
TRK-002,ORD-0075,False,True,True,True,0
TRK-002,ORD-0076,True,False,True,True,0
TRK-002,ORD-0077,True,True,True,True,1
TRK-002,ORD-0078,True,True,True,True,1
TRK-002,ORD-0079,False,False,True,True,0
TRK-002,ORD-0080,True,False,True,True,0
TRK-002,ORD-0081,True,False,True,True,0
TRK-002,ORD-0082,True,True,True,True,1
TRK-002,ORD-0083,True,False,True,True,0
TRK-002,ORD-0084,False,False,True,True,0
TRK-002,ORD-0085,False,False,True,True,0
TRK-002,ORD-0086,False,False,True,True,0
TRK-002,ORD-0087,False,False,True,True,0
TRK-002,ORD-0088,True,True,True,True,1
TRK-002,ORD-0089,True,False,True,True,0
TRK-002,ORD-0090,False,False,True,True,0
TRK-002,ORD-0091,False,False,True,True,0
TRK-002,ORD-0092,True,True,True,True,1
TRK-002,ORD-0093,False,False,True,True,0
TRK-002,ORD-0094,True,True,True,True,1
TRK-002,ORD-0095,False,False,True,True,0
TRK-002,ORD-0096,False,True,True,True,0
TRK-002,ORD-0097,True,False,True,True,0
TRK-002,ORD-0098,True,False,True,True,0
TRK-002,ORD-0099,True,False,True,True,0
TRK-002,ORD-0100,False,False,True,True,0
TRK-002,ORD-0101,True,False,True,True,0
TRK-002,ORD-0102,True,False,True,True,0
TRK-002,ORD-0103,True,False,True,True,0
TRK-002,ORD-0104,False,True,True,True,0
TRK-002,ORD-0105,True,True,True,True,1
TRK-002,ORD-0106,True,False,True,True,0
TRK-002,ORD-0107,True,True,True,True,1
TRK-002,ORD-0108,True,False,True,True,0
TRK-002,ORD-0109,True,False,True,True,0
TRK-002,ORD-0110,True,False,True,True,0
TRK-002,ORD-0111,False,False,True,True,0
TRK-002,ORD-0112,False,True,True,True,0
TRK-002,ORD-0113,True,False,True,True,0
TRK-002,ORD-0114,False,True,True,True,0
TRK-002,ORD-0115,True,False,True,True,0
TRK-002,ORD-0116,True,False,True,True,0
TRK-002,ORD-0117,True,False,True,True,0
TRK-002,ORD-0118,True,False,True,True,0
TRK-002,ORD-0120,True,False,True,True,0
TRK-002,ORD-0121,True,False,True,True,0
TRK-002,ORD-0122,True,False,True,True,0
TRK-002,ORD-0123,False,False,True,True,0
TRK-002,ORD-0124,True,False,True,True,0
TRK-002,ORD-0125,False,False,True,True,0
TRK-002,ORD-0126,True,True,True,True,1
TRK-002,ORD-0127,True,True,True,True,1
TRK-002,ORD-0128,True,True,True,True,1
TRK-002,ORD-0129,False,True,True,True,0
TRK-002,ORD-0130,False,True,True,True,0
TRK-002,ORD-0131,False,False,True,True,0
TRK-002,ORD-0132,True,False,True,True,0
TRK-002,ORD-0133,True,True,True,True,1
TRK-002,ORD-0134,True,True,True,True,1
TRK-002,ORD-0135,True,True,True,True,1
TRK-002,ORD-0136,True,True,True,True,1
TRK-002,ORD-0137,True,False,True,True,0
TRK-002,ORD-0138,True,True,True,True,1
TRK-002,ORD-0139,True,True,True,True,1
TRK-002,ORD-0140,False,False,True,True,0
TRK-002,ORD-0141,True,True,True,True,1
TRK-002,ORD-0142,True,False,True,True,0
TRK-002,ORD-0143,True,False,True,True,0
TRK-002,ORD-0144,False,False,True,True,0
TRK-002,ORD-0145,True,True,True,True,1
TRK-002,ORD-0146,True,True,True,True,1
TRK-002,ORD-0147,True,True,True,True,1
TRK-002,ORD-0148,True,True,True,True,1
TRK-002,ORD-0149,True,False,True,True,0
TRK-002,ORD-0150,True,False,True,True,0
TRK-002,ORD-0151,False,False,True,True,0
TRK-002,ORD-0152,False,True,True,True,0
TRK-002,ORD-0153,True,False,True,True,0
TRK-002,ORD-0155,False,False,True,True,0
TRK-002,ORD-0156,True,False,True,True,0
TRK-002,ORD-0157,False,True,True,True,0
TRK-002,ORD-0158,True,False,True,True,0
TRK-002,ORD-0159,True,False,True,True,0
TRK-002,ORD-0160,True,False,True,True,0
TRK-002,ORD-0161,True,False,True,True,0
TRK-002,ORD-0162,True,False,True,True,0
TRK-002,ORD-0163,True,True,True,True,1
TRK-002,ORD-0164,True,False,True,True,0
TRK-002,ORD-0165,True,True,True,True,1
TRK-002,ORD-0166,True,False,True,True,0
TRK-002,ORD-0167,True,True,True,True,1
TRK-002,ORD-0169,False,True,True,True,0
TRK-002,ORD-0171,True,False,True,True,0
TRK-002,ORD-0172,False,False,True,True,0
TRK-002,ORD-0173,False,False,True,True,0
TRK-002,ORD-0174,True,False,True,True,0
TRK-002,ORD-0176,True,False,True,True,0
TRK-002,ORD-0177,False,False,True,True,0
TRK-002,ORD-0178,True,True,True,True,1
TRK-002,ORD-0179,True,True,True,True,1
TRK-002,ORD-0180,True,True,True,True,1
TRK-002,ORD-0181,True,True,True,True,1
TRK-002,ORD-0182,False,False,True,True,0
TRK-002,ORD-0183,False,True,True,True,0
TRK-002,ORD-0184,True,False,True,True,0
TRK-002,ORD-0185,False,False,True,True,0
TRK-002,ORD-0186,False,True,True,True,0
TRK-002,ORD-0187,False,False,True,True,0
TRK-002,ORD-0188,True,False,True,True,0
TRK-002,ORD-0189,True,True,True,True,1
TRK-002,ORD-0190,False,False,True,True,0
TRK-002,ORD-0191,False,False,True,True,0
TRK-002,ORD-0192,False,True,True,True,0
TRK-002,ORD-0193,True,False,True,True,0
TRK-002,ORD-0194,True,True,True,True,1
TRK-002,ORD-0195,True,False,True,True,0
TRK-002,ORD-0196,False,True,True,True,0
TRK-002,ORD-0197,True,False,True,True,0
TRK-002,ORD-0198,True,True,False,True,0
TRK-002,ORD-0199,False,False,True,True,0
TRK-002,ORD-0200,True,True,True,True,1
TRK-003,ORD-0001,False,True,False,True,0
TRK-003,ORD-0002,False,False,False,True,0
TRK-003,ORD-0003,False,False,False,True,0
TRK-003,ORD-0004,False,True,True,True,0
TRK-003,ORD-0006,False,False,False,True,0
TRK-003,ORD-0007,False,True,False,True,0
TRK-003,ORD-0008,False,False,True,True,0
TRK-003,ORD-0009,False,True,False,True,0
TRK-003,ORD-0010,False,False,False,True,0
TRK-003,ORD-0011,False,True,True,True,0
TRK-003,ORD-0012,False,True,False,True,0
TRK-003,ORD-0013,False,False,False,True,0
TRK-003,ORD-0014,False,False,False,True,0
TRK-003,ORD-0015,False,True,False,True,0
TRK-003,ORD-0016,False,False,False,True,0
TRK-003,ORD-0017,False,True,True,True,0
TRK-003,ORD-0018,False,False,False,True,0
TRK-003,ORD-0019,False,True,True,True,0
TRK-003,ORD-0020,False,True,False,True,0
TRK-003,ORD-0021,False,False,False,True,0
TRK-003,ORD-0022,False,True,False,True,0
TRK-003,ORD-0023,False,True,False,True,0
TRK-003,ORD-0024,False,False,False,True,0
TRK-003,ORD-0025,False,False,False,True,0
TRK-003,ORD-0026,False,True,False,True,0
TRK-003,ORD-0027,False,True,False,True,0
TRK-003,ORD-0028,False,False,True,True,0
TRK-003,ORD-0029,False,False,False,True,0
TRK-003,ORD-0030,True,False,False,True,0
TRK-003,ORD-0031,False,True,False,True,0
TRK-003,ORD-0032,False,True,False,True,0
TRK-003,ORD-0033,True,True,True,True,1
TRK-003,ORD-0034,True,True,True,True,1
TRK-003,ORD-0036,False,False,False,True,0
TRK-003,ORD-0037,False,True,True,True,0
TRK-003,ORD-0039,False,True,False,True,0
TRK-003,ORD-0040,False,False,False,True,0
TRK-003,ORD-0041,True,True,True,True,1
TRK-003,ORD-0042,False,False,True,True,0
TRK-003,ORD-0043,False,True,False,True,0
TRK-003,ORD-0044,False,True,False,True,0
TRK-003,ORD-0045,False,True,False,True,0
TRK-003,ORD-0046,False,True,False,True,0
TRK-003,ORD-0047,False,False,False,True,0
TRK-003,ORD-0049,False,False,True,True,0
TRK-003,ORD-0050,True,True,False,True,0
TRK-003,ORD-0051,False,False,False,True,0
TRK-003,ORD-0052,False,False,False,True,0
TRK-003,ORD-0053,False,False,False,True,0
TRK-003,ORD-0054,False,False,False,True,0
TRK-003,ORD-0055,False,False,False,True,0
TRK-003,ORD-0056,False,True,False,True,0
TRK-003,ORD-0057,False,False,True,True,0
TRK-003,ORD-0058,False,False,False,True,0
TRK-003,ORD-0059,False,True,False,True,0
TRK-003,ORD-0060,False,True,False,True,0
TRK-003,ORD-0061,False,True,False,True,0
TRK-003,ORD-0062,False,False,False,True,0
TRK-003,ORD-0063,False,True,True,True,0
TRK-003,ORD-0064,False,False,False,True,0
TRK-003,ORD-0065,False,True,True,True,0
TRK-003,ORD-0066,False,True,True,True,0
TRK-003,ORD-0067,False,True,False,True,0
TRK-003,ORD-0068,False,True,False,True,0
TRK-003,ORD-0069,False,False,True,True,0
TRK-003,ORD-0070,True,True,False,True,0
TRK-003,ORD-0072,False,True,False,True,0
TRK-003,ORD-0073,False,True,False,True,0
TRK-003,ORD-0074,False,False,False,True,0
TRK-003,ORD-0075,False,True,True,True,0
TRK-003,ORD-0076,False,True,False,True,0
TRK-003,ORD-0077,False,True,True,True,0
TRK-003,ORD-0078,False,False,False,True,0
TRK-003,ORD-0079,False,True,False,True,0
TRK-003,ORD-0080,False,False,True,True,0
TRK-003,ORD-0081,False,False,False,True,0
TRK-003,ORD-0082,False,False,False,True,0
TRK-003,ORD-0083,False,True,False,True,0
TRK-003,ORD-0084,True,False,False,True,0
TRK-003,ORD-0085,False,True,False,True,0
TRK-003,ORD-0086,False,False,True,True,0
TRK-003,ORD-0087,False,False,True,True,0
TRK-003,ORD-0088,False,True,False,True,0
TRK-003,ORD-0089,False,True,False,True,0
TRK-003,ORD-0090,False,True,False,True,0
TRK-003,ORD-0091,False,True,True,True,0
TRK-003,ORD-0092,False,True,False,True,0
TRK-003,ORD-0093,True,False,True,True,0
TRK-003,ORD-0094,False,False,False,True,0
TRK-003,ORD-0095,True,True,True,True,1
TRK-003,ORD-0096,False,False,False,True,0
TRK-003,ORD-0097,False,False,True,True,0
TRK-003,ORD-0098,False,False,False,True,0
TRK-003,ORD-0099,False,True,False,True,0
TRK-003,ORD-0100,False,False,True,True,0
TRK-003,ORD-0101,False,False,False,True,0
TRK-003,ORD-0102,False,True,True,True,0
TRK-003,ORD-0103,False,False,False,True,0
TRK-003,ORD-0104,True,True,False,True,0
TRK-003,ORD-0105,False,False,True,True,0
TRK-003,ORD-0106,False,True,True,True,0
TRK-003,ORD-0107,False,False,True,True,0
TRK-003,ORD-0108,False,True,True,True,0
TRK-003,ORD-0109,False,True,False,True,0
TRK-003,ORD-0110,False,False,True,True,0
TRK-003,ORD-0111,False,True,True,True,0
TRK-003,ORD-0112,False,True,False,True,0
TRK-003,ORD-0113,False,True,False,True,0
TRK-003,ORD-0114,False,True,False,True,0
TRK-003,ORD-0115,False,False,True,True,0
TRK-003,ORD-0116,False,False,False,True,0
TRK-003,ORD-0117,False,False,False,True,0
TRK-003,ORD-0118,False,False,False,True,0
TRK-003,ORD-0120,False,False,False,True,0
TRK-003,ORD-0121,False,True,True,True,0
TRK-003,ORD-0122,False,False,False,True,0
TRK-003,ORD-0123,False,False,False,True,0
TRK-003,ORD-0124,False,False,False,True,0
TRK-003,ORD-0125,False,False,False,True,0
TRK-003,ORD-0126,False,True,True,True,0
TRK-003,ORD-0127,False,True,True,True,0
TRK-003,ORD-0128,False,True,False,True,0
TRK-003,ORD-0129,True,True,False,True,0
TRK-003,ORD-0130,True,True,False,True,0
TRK-003,ORD-0131,True,True,True,True,1
TRK-003,ORD-0132,False,False,False,True,0
TRK-003,ORD-0133,False,True,False,True,0
TRK-003,ORD-0134,False,False,False,True,0
TRK-003,ORD-0135,False,False,False,True,0
TRK-003,ORD-0136,False,False,False,True,0
TRK-003,ORD-0137,False,True,False,True,0
TRK-003,ORD-0138,False,False,False,True,0
TRK-003,ORD-0139,False,True,False,True,0
TRK-003,ORD-0140,True,True,False,True,0
TRK-003,ORD-0141,False,True,False,True,0
TRK-003,ORD-0142,False,True,False,True,0
TRK-003,ORD-0143,False,False,False,True,0
TRK-003,ORD-0144,False,True,True,True,0
TRK-003,ORD-0145,False,False,False,True,0
TRK-003,ORD-0146,False,True,False,True,0
TRK-003,ORD-0147,False,False,False,True,0
TRK-003,ORD-0148,False,True,False,True,0
TRK-003,ORD-0149,False,True,False,True,0
TRK-003,ORD-0150,False,True,False,True,0
TRK-003,ORD-0151,False,True,False,True,0
TRK-003,ORD-0152,False,True,True,True,0
TRK-003,ORD-0153,False,False,False,True,0
TRK-003,ORD-0155,True,False,True,True,0
TRK-003,ORD-0156,False,False,True,True,0
TRK-003,ORD-0157,False,False,False,True,0
TRK-003,ORD-0158,False,False,False,True,0
TRK-003,ORD-0159,False,False,False,True,0
TRK-003,ORD-0160,False,True,False,True,0
TRK-003,ORD-0161,False,True,False,True,0
TRK-003,ORD-0162,False,True,False,True,0
TRK-003,ORD-0163,False,False,False,True,0
TRK-003,ORD-0164,False,False,False,True,0
TRK-003,ORD-0165,False,True,False,True,0
TRK-003,ORD-0166,False,True,False,True,0
TRK-003,ORD-0167,False,False,False,True,0
TRK-003,ORD-0169,False,True,False,True,0
TRK-003,ORD-0171,False,True,False,True,0
TRK-003,ORD-0172,True,False,False,True,0
TRK-003,ORD-0173,True,True,False,True,0
TRK-003,ORD-0174,False,True,True,True,0
TRK-003,ORD-0176,False,True,False,True,0
TRK-003,ORD-0177,False,False,False,True,0
TRK-003,ORD-0178,False,True,False,True,0
TRK-003,ORD-0179,False,True,False,True,0
TRK-003,ORD-0180,False,False,False,True,0
TRK-003,ORD-0181,False,True,False,True,0
TRK-003,ORD-0182,False,False,False,True,0
TRK-003,ORD-0183,False,True,False,True,0
TRK-003,ORD-0184,False,True,False,True,0
TRK-003,ORD-0185,False,False,False,True,0
TRK-003,ORD-0186,True,True,True,True,1
TRK-003,ORD-0187,False,True,False,True,0
TRK-003,ORD-0188,False,True,False,True,0
TRK-003,ORD-0189,False,True,False,True,0
TRK-003,ORD-0190,False,True,False,True,0
TRK-003,ORD-0191,False,True,False,True,0
TRK-003,ORD-0192,False,True,True,True,0
TRK-003,ORD-0193,False,False,False,True,0
TRK-003,ORD-0194,False,True,False,True,0
TRK-003,ORD-0195,False,True,True,True,0
TRK-003,ORD-0196,False,True,True,True,0
TRK-003,ORD-0197,False,True,False,True,0
TRK-003,ORD-0198,False,False,False,True,0
TRK-003,ORD-0199,False,True,False,True,0
TRK-003,ORD-0200,False,False,False,True,0
TRK-004,ORD-0001,True,True,True,False,0
TRK-004,ORD-0002,True,False,True,False,0
TRK-004,ORD-0003,False,True,True,True,0
TRK-004,ORD-0004,True,True,True,True,1
TRK-004,ORD-0006,True,True,True,True,1
TRK-004,ORD-0007,True,True,True,False,0
TRK-004,ORD-0008,True,True,True,True,1
TRK-004,ORD-0009,True,False,True,False,0
TRK-004,ORD-0010,True,False,True,True,0
TRK-004,ORD-0011,False,False,True,False,0
TRK-004,ORD-0012,False,True,True,False,0
TRK-004,ORD-0013,True,False,True,False,0
TRK-004,ORD-0014,True,False,True,True,0
TRK-004,ORD-0015,True,True,True,True,1
TRK-004,ORD-0016,False,False,True,False,0
TRK-004,ORD-0017,False,True,True,False,0
TRK-004,ORD-0018,True,True,True,False,0
TRK-004,ORD-0019,True,True,True,True,1
TRK-004,ORD-0020,True,False,True,False,0
TRK-004,ORD-0021,True,False,True,True,0
TRK-004,ORD-0022,False,True,True,True,0
TRK-004,ORD-0023,True,False,True,False,0
TRK-004,ORD-0024,True,False,True,True,0
TRK-004,ORD-0025,False,True,True,False,0
TRK-004,ORD-0026,False,True,True,False,0
TRK-004,ORD-0027,True,False,True,False,0
TRK-004,ORD-0028,True,True,True,True,1
TRK-004,ORD-0029,True,True,True,False,0
TRK-004,ORD-0030,False,True,True,True,0
TRK-004,ORD-0031,True,False,True,True,0
TRK-004,ORD-0032,True,True,True,True,1
TRK-004,ORD-0033,False,True,True,True,0
TRK-004,ORD-0034,False,True,True,False,0
TRK-004,ORD-0036,True,True,True,True,1
TRK-004,ORD-0037,True,True,True,True,1
